Código da IES,Nome da IES,Sigla da IES,pk_identificador
3363,FACULDADE GUARA ,FAG,4150
3365,Faculdade UniBRAS Juazeiro,FACBRAS,4151
3368,CENTRO UNIVERSIT RIO DO SUL DE MINAS,UNIS-MG,4152
3371,CENTRO UNIVERSIT RIO DE PATOS DE MINAS,UNIPAM,4153
3372,CENTRO UNIVERSIT RIO DE LAVRAS,UNILAVRAS,4154
3375,INSTITUTO DE ENSINO SUPERIOR M LTIPLO,IESM,4155
3388,CENTRO UNIVERSIT RIO PARA SO,,4156
3389,FACULDADE EVANG LICA RA ZES,RA ZES,4157
3396,Centro Universit rio LS,UNILS,4158
3397,"FACULDADE BOAS NOVAS DE CI NCIAS TEOL GICAS, SOCIAIS E BIOTECNOL GICAS",FBNCTSB,4159
3428,FACULDADE ALFA AM RICA,,4160
3430,"Faculdade Uberlandense de N cleos Integrados de Ensino, Servi o Social e Aprendizagem",FAESSA,4161
3431,FACULDADE DO SERID ,FAS,4162
3432,"FACULDADES INTEGRADAS DE CI NCIAS HUMANAS, SA DE E EDUCA  O DE GUARULHOS",FG,4163
3434,FACULDADE DE SA DE E HUMANIDADES IBITURUNA,FASI,4164
3437,Faculdade UNISUL de Balne rio Cambori ,,4165
3443,Centro Universit rio CESUCA,,4166
3448,Faculdade Ibituruna,IBITURUNA,4167
3514,FACULDADE DE CI NCIAS GERENCIAIS ALVES FORTES,FACE - ALFOR,4168
3515,CENTRO UNIVERSIT RIO DA VIT RIA DE SANTO ANT O,UNIVISA,4169
3516,FACULDADE DE CI NCIAS DA SA DE ARCHIMEDES THEODORO,FAC - SAUDE ARTHE,4170
3518,Faculdade SOCIESC de Jaragu  do Sul,SOCIESC,4171
3522,FACULDADE CAT LICA DE POUSO ALEGRE,FACAPA,4172
3523,FACULDADE DE DIREITO DA FUNDA  O ESCOLA SUPERIOR DO MINIST RIO P BLICO,,4173
3525,"FACULDADE EVANG LICA DE TECNOLOGIA, CI NCIAS E BIOTECNOLOGIA DA CGADB",FAECAD,4174
3529,CENTRO UNIVERSIT RIO EUR PEDES DE MAR LIA,UNIVEM,4175
3536,FACULDADE DE TEOLOGIA EVANG LICA EM CURITIBA - FATEV,FATEV,4176
3573,FACULDADE TEOL GICA BATISTA DE BRAS LIA,FTBB,4177
3587,FACULDADE DIOCESANA S O JOS ,FADISI,4178
3588,CENTRO UNIVERSIT RIO DOM PEDRO II,UNIDOMPEDRO,4179
3590,FACULDADE DE ENFERMAGEM S O VICENTE DE PAULA,FESVIP,4180
3602,CENTRO UNIVERSIT RIO AUT NOMO DO BRASIL,UNIBRASIL,4181
3607,ESCOLA SUPERIOR ASSOCIADA DE GOI NIA,ESUP,4182
3610,Centro Universit rio ICESP,Unicesp,4183
3614,Escola de Ci ncias Sociais FGV CPDOC,FGV CPDOC,4184
3615,FACULDADE PERNAMBUCANA DE SA DE,FPS,4185
3617,FACULDADE DE CI NCIAS HUMANAS E EXATAS DO SERT O DO S O FRANCISCO,FACESF,4186
3618,FACULDADE LUS FONA DE S O PAULO,FL-SP,4187
3625,Faculdade do Complexo Educacional Santo Andr ,FACESA,4188
3631,FACULDADE DAMAS DA INSTRU  O CRIST ,FADIC,4189
3641,CENTRO UNIVERSIT RIO DA FUNDA  O EDUCACIONAL DE BARRETOS,UNIFEB,4190
3644,Faculdade Caicoense Santa Teresinha,FCST,4191
3648,INSTITUTO DE ENSINO SUPERIOR DE CUIAB ,,4192
3649,CENTRO UNIVERSIT RIO CIDADE VERDE,UniCV,4193
3657,Faculdade  nica de Montes Claros, NICA,4194
3669,FACULDADE DOM LUIS DE ORLEANS E BRAGAN A,FDL,4195
3680,FACULDADE UNINTA FORTALEZA - Gest o e Neg cios,,4196
3682,INSTITUTO SUPERIOR DE EDUCA  O DO MUNIC PIO DE ITAPERUNA,ISEMI,4197
3688,FACULDADES INTEGRADAS DO VALE DO IVA ,,4198
3691,FACULDADE DE TECNOLOGIA TUPY DE S O BENTO DO SUL,FTT-SBS,4199
3716,FACULDADE CI NCIAS DA VIDA,FCV,4200
3724,FACULDADE MARANHENSE S O JOS  DOS COCAIS,FSJ,4201
3741,Faculdade Pit goras Bacabal Mearim,,4202
3746,FACULDADE IBRA DA GRANDE S O PAULO,FACULDADE FAGRAN,4203
3754,FACULDADE ADVENTISTA DE MINAS GERAIS,FADMINAS,4204
3758,Faculdade UNISUL de Florian polis,,4205
3770,FACULDADE TEOL GICA BATISTA DE S O PAULO,FTBSP,4206
3779,FACULDADE EST CIO DE SANTO ANDR ,EST CIO SANTO ANDR ,4207
3787,FACULDADE DE ENSINO SUPERIOR DA AMAZ NIA,FESAM,4208
3789,FACULDADE EVANG LICA DE GOIAN SIA,FACEG,4209
3797,CENTRO UNIVERSIT RIO GUAIRAC ,UNIGUAIRAC ,4210
3804,Centro Universit rio Senac RS,UniSenac,4211
3805,FACULDADE DE TECNOLOGIA DA PARA BA,FATECPB,4212
3817,Centro Universit rio Maur cio de Nassau de Jo o Pessoa,,4213
3823,INSTITUTO DE EDUCA  O SUPERIOR DE POUSO ALEGRE,,4214
3837,FACULDADE EVOLU  O,FAEV,4215
3839,Faculdade IPEMED de Ci ncias M dicas,IPEMED,4216
3840,CENTRO UNIVERSIT RIO FACVEST,UNIFACVEST,4217
3847,FACULDADE BAIANA DE DIREITO E GEST O,,4218
3849,FUNDA  O UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,4219
3853,Centro Universit rio Maur cio de Nassau de Natal,UNINASSAU,4220
3854,FACULDADE IBRA DE BRAS LIA,FACULDADE FABRAS,4221
3862,FACULDADE LUCIANO FEIJ O,FLF,4222
3864,Centro Universit rio UNIRB - Alagoinhas,,4223
3867,CENTRO UNIVERSIT RIO MAU  DE BRAS LIA,UNIMAU ,4224
3875,CENTRO UNIVERSIT RIO DA FUNDA  O EDUCACIONAL GUAXUP ,UNIFEG,4225
3877,FACULDADE MAU  DE GOI S,,4226
3879,Centro Universit rio Maur cio de Nassau de Campina Grande,UNINASSAU CPV,4227
3881,Centro Universit rio FIS,Unifis,4228
3896,Faculdade Paulista de Comunica  o,FEPAC,4229
3921,CENTRO UNIVERSIT RIO ARNALDO HOR CIO FERREIRA,,4230
3930,INSTITUTO DE EDUCA  O SUPERIOR RAIMUNDO S ,IESRSA,4231
3933,FACULDADE M TODO DE S O PAULO,FAMESP,4232
3939,FACULDADE ALIAN A DE ITABERAI,,4233
3946,FACULDADE SENAC TUBAR O,,4234
3947,FACULDADE SENAC CHAPEC ,SENAC,4235
3954,FACULDADE EDUCACIONAL JUR DICA E GERENCIAL DE OLIVEIRA,FEJUGO,4236
3962,CENTRO UNIVERSIT RIO SENAI CIMATEC,SENAI CIMATEC,4237
3966,CENTRO UNIVERSIT RIO DE CARATINGA,UNEC,4238
3977,FACULDADE DE TECNOLOGIA DO AMAP ,META,4239
3983,CENTRO UNIVERSIT RIO DE FORMIGA,UNIFORMG,4240
3984,FUNDA  O UNIVERSIDADE FEDERAL DO VALE DO S O FRANCISCO,UNIVASF,4241
3985,CENTRO UNIVERSIT RIO SENAC,SENACSP,4242
3986,FACULDADE INSTITUTO SUPERIOR DE EDUCA  O DO PARAN  - FAINSEP,FAINSEP,4243
3987,CENTRO UNIVERSIT RIO GOYAZES,UniGOYAZES,4244
4007,"FATECE - FACULDADE DE TECNOLOGIA, CI NCIAS E EDUCA  O",FATECE,4245
4009,FACULDADE DE TECNOLOGIA EST CIO DE CURITIBA,FATEC EST C CURITIBA,4246
4010,CENTRO UNIVERSIT RIO METODISTA,IPA,4247
4016,INSTITUTO NACIONAL DE EDUCA  O DE SURDOS,INES,4248
4017,CENTRO UNIVERSIT RIO PADRE ANCHIETA,UNIANCHIETA,4249
4021,FACULDADE DE TECNOLOGIA DE GAR A,FATECGA,4250
4022,FACULDADE DE TECNOLOGIA DE JUNDIA ,FATEC/JD,4251
4023,FACULDADE DE TECNOLOGIA DE MAU ,FATEC MAU ,4252
4025,FACULDADE DE TECNOLOGIA DE S O JOS  DO RIO PRETO,FATECRP,4253
4030,CENTRO UNIVERSIT RIO FLUMINENSE,UNIFLU,4254
4037,CENTRO UNIVERSIT RIO ANHANGUERA DE FORTALEZA,UNIPIT GORAS,4255
4045,Centro Universit rio UniCuritiba,UniCuritiba,4256
4059,"FACULDADE DE SA DE, CI NCIAS E TECNOLOGIA - FACESB",FACESB,4257
4079,FACULDADE TECNOL GICA INAP,FAT- INAP,4258
4093,Centro Universit rio de Tecnologia de Curitiba,UNIFATEC,4259
4094,Faculdade Est cio da Para ba,ESTACIO PARAIBA,4260
4097,Centro Universit rio Uniftec Bento Gon alves,,4261
4098,"INSTITUTO FEDERAL DE EDUCA  O, CI NCIA E TECNOLOGIA FARROUPILHA",IFFarroupilha,4262
4100,FACULDADE DE TECNOLOGIA SENAI  TALO BOLOGNA,FATECIB,4263
4104,ESCOLA SUPERIOR DE ENGENHARIA E GEST O DE S O PAULO - ESEG,ESEG,4264
4108,INSTITUTO CAT LICO DE ESTUDOS SUPERIORES DO PIAU ,ICESPI,4265
4118,Centro Universit rio Maur cio de Nassau Paulista,UNINASSAU PAULISTA,4266
4121,CENTRO UNIVERSIT RIO MAURICIO DE NASSAU DE ARACAJU,,4267
4123,Faculdade de Gest o e Inova  o,FGI,4268
4138,FACULDADE ANHANGUERA DE SANTA B RBARA,,4269
4141,FACULDADE ANHANGUERA DE TAUBAT ,,4270
4153,CENTRO UNIVERSIT RIO MAUR CIO DE NASSAU DERBY,UNINASSAU,4271
4162,Faculdade SENAC Goi s,FacSenacGO,4272
4163,CENTRO UNIVERSIT RIO BARRIGA VERDE,UNIBAVE,4273
4166,FACULDADE UNIBRAS LIA DE MINAS GERAIS,BRAS LIA,4274
4169,Faculdade Est cio de Carapicu ba,EST CIO CARAPICU BA,4275
4197,Centro Universit rio Maur cio de Nassau Alian a,Uninassau Alian a,4276
4201,"FACULDADES DE EDUCA  O, GEST O E SA DE UNIFUTURO  FACULDADE UNIFUTURO",Faculdade Unifuturo,4277
4211,Faculdade ESAMC S o Paulo - ESAMC,ESAMC,4278
4219,INSTITUTO SUPERIOR DE EDUCA  O PROFESSORA NAIR FORTES ABU-MERHY,ISEFOR,4279
4255,Centro Universit rio de Rond nia,Unesc,4280
4256,Centro Universit rio FIP-MOC,UNIFIPMoc,4281
4257,INSTITUTO DE FILOSOFIA E TEOLOGIA DE GOI S,IFITEG,4282
4277,FACULDADE EST CIO DO AMAZONAS - EST CIO AMAZONAS,EST CIO AMAZONAS,4283
4294,FACULDADE SENAC JARAGU  DO SUL,,4284
4356,FACULDADE DE CI NCIAS SOCIAIS DOS PALMARES,FACIP,4285
4358,"INSTITUTO FEDERAL DE EDUCA  O, CI NCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",IF SUL DE MINAS,4286
4396,CENTRO UNIVERSIT RIO DE MINEIROS,UNIFIMES,4287
4411,CENTRO UNIVERSIT RIO EST CIO DE JI-PARAN ,EST CIO UNIJIPA,4288
4420,Centro Universit rio Aeso -  Barros Melo,Uniaeso,4289
4428,FACULDADE PROFESSOR MIGUEL  NGELO DA SILVA SANTOS,FEMASS,4290
4429,CENTRO UNIVERSIT RIO UNIGRAN CAPITAL,,4291
4431,FACULDADE DE ENFERMAGEM NOVA ESPERAN A DE MOSSOR  - FACENE/RN,FACENE/RN,4292
4443,Faculdade Meridional de Iju ,IMED,4293
4450,CENTRO UNIVERSIT RIO METROPOLITANO DA AMAZ NIA,UNIFAMAZ,4294
4452,CENTRO UNIVERSIT RIO ANHANGUERA DE MARAB ,,4295
4495,FACULDADE ANHANGUERA JARAGU  DO SUL,,4296
4496,FACULDADE DE TECNOLOGIA DO VALE DO IVA ,FATEC-IVAI,4297
4503,UNIVERSIDADE FEDERAL DO REC NCAVO DA BAHIA,UFRB,4298
4504,FUNDA  O UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,UFGD,4299
4522,CENTRO UNIVERSIT RIO CAT LICO SALESIANO AUXILIUM,UNISALESIANO,4300
4530,CENTRO UNIVERSIT RIO DE MACEI ,UNIMA,4301
4533,FACULDADE S O FRANCISCO DA PARA BA,FASP,4302
4566,EST CIO FATERN - FACULDADE EST CIO DO RIO GRANDE DO NORTE,EST CIO FATERN,4303
4594,FACULDADE CAT LICA DE RONDONIA,FCR,4304
4596,FACULDADE REGES DE RIBEIR O PRETO,,4305
4613,Centro Universit rio FAEMA,UNIFAEMA,4306
4652,FACULDADE ANHANG ERA DE S O JOS ,,4307
4655,FACULDADE ANHANG ERA DE SOROCABA,FSO,4308
4656,FACULDADE ANHANG ERA DE PIRACICABA,,4309
4674,FACULDADE PORTO DAS  GUAS,FAPAG,4310
4702,CENTRO UNIVERSIT RIO BRASILEIRO,UNIBRA,4311
4722,FACULDADES INTEGRADAS VIANNA J NIOR,FIVJ,4312
4724,FACULDADE DE CI NCIAS HUMANAS DO ESTADO DE S O PAULO,FACIC,4313
4732,Faculdade de Tecnologia e Inova  o Senac DF,,4314
4747,FACULDADE REGIONAL DE RIACH O DO JACU PE,FARJ,4315
4751,CENTRO UNIVERSIT RIO UNIFATECIE,UNIFATECIE,4316
4766,Centro Universit rio UNA de Contagem,,4317
4780,FACULDADE DE CI NCIAS DA SA DE DE UNA ,FACISA,4318
4785,INSTITUTO FEDERAL DE EDUCA  O CI NCIA E TECNOLOGIA DE ROND NIA,IFRO,4319
4786,"INSTITUTO FEDERAL DE EDUCA  O, CI NCIA E TECNOLOGIA DO TOCANTINS",IFTO,4320
4793,Faculdades Integradas Vale do Rio Verde,FIVAR,4321
4810,FACULDADE ANT NIO MENEGHETTI,AMF,4322
4820,FACULDADE DE TECNOLOGIA SENAI ANT NIO ADOLPHO LOBBE,,4323
4826,FACULDADE ANHANG ERA DE CAMPINAS,,4324
4829,ESCOLA SUPERIOR DE ARTES C LIA HELENA,,4325
4846,Centro Universit rio V rtice,UNIV RTIX,4326
4847,FACULDADE CAT LICA DO RIO GRANDE DO NORTE,,4327
4849,Centro Universit rio Tocantinense Presidente Ant nio Carlos,UNITPAC,4328
4858,ESCOLA SUPERIOR DE SA DE DE ARCOVERDE,ESSA,4329
4863,FACULDADE ANHANGUERA DE PO OS DE CALDAS,,4330
4865,FACULDADE ANHANGUERA DE S O LUIZ,,4331
4901,Centro Universit rio FASIPE,,4332
4915,FACULDADE EST CIO DE CASTANHAL,EST CIO CASTANHAL,4333
4925,FUNDA  O UNIVERSIDADE FEDERAL DO ABC,UFABC,4334
4945,FACULDADES IPEDE,,4335
4962,CENTRO UNIVERSIT RIO DE SETE LAGOAS,UNIFEMM,4336
4964,Centro Universit rio de Ci ncias e Tecnologia do Maranh o,UniFacema,4337
4969,Centro Universit rio Itop,UNITOP,4338
4992,FACULDADE DE TECNOLOGIA CENTEC - SERT O CENTRAL,FTC SERT O CENTRAL,4339
5000,"Faculdade  gora - Administra  o, Educa  o e Cultura",FAAEC,4340
5016,FACULDADE DE EDUCA  O TECNOL GICA DO ESTADO DO RIO DE JANEIRO FERNANDO MOTA,FAETERJ-Rio,4341
5017,FACULDADE DE EDUCA  O TECNOL GICA DO ESTADO DO RIO DE JANEIRO - FAETERJ,FAETERJ PETR POLIS,4342
5018,INSTITUTO SUPERIOR DE EDUCA  O PROFESSOR ALDO MUYLAERT,ISEPAM,4343
5020,FACULDADE DE EDUCA  O TECNOL GICA DO ESTADO DO RIO DE JANEIRO - FAETERJ,FAETERJ S ANT. P DUA,4344
5021,FACULDADE DE EDUCA  O TECNOL GICA DO ESTADO DO RIO DE JANEIRO - FAETERJ,FAETERJ ITAPERUNA,4345
5036,"INSTITUTO FEDERAL DE EDUCA  O, CI NCIA E TECNOLOGIA CATARINENSE",IF Catarinense,4346
5038,FACULDADE DE CI NCIAS SOCIAIS APLICADAS DE MARAB ,FACIMAB,4347
5048,FACULDADE DE TEOLOGIA DE S O PAULO DA IGREJA PRESBITERIANA INDEPENDENTE DO BRASIL,,4348
5051,FACULDADE DE EDUCA  O TECNOL GICA DO ESTADO DO RIO DE JANEIRO - FAETERJ,FAETERJ BJ ITABAPOAN,4349
5052,FACULDADE DE EDUCA  O TECNOL GICA DO ESTADO DO RIO DE JANEIRO - FAETERJ,FAETERJ TR S RIOS,4350
5053,FACULDADE DE EDUCA  O TECNOL GICA DO ESTADO DO RIO DE JANEIRO,FAETERJ PARACAMBI,4351
5099,FACULDADE DE TECNOLOGIA DE S O BERNARDO DO CAMPO,FATEC-SB,4352
5105,Centro Universit rio Internacional Signorelli,UNISIGNORELLI,4353
5107,FACULDADE SOGIPA DE EDUCA  O F SICA,,4354
5131,FACULDADE SENAC CA ADOR,SENAC,4355
5133,FACULDADE SENAC S O MIGUEL DO OESTE,,4356
5215,CENTRO UNIVERSIT RIO PADRE ALBINO,,4357
5288,FACULDADE ANHANG ERA DE RIBEIR O PRETO,,4358
5303,FACULDADE ANHANG ERA DE DOURADOS,,4359
5312,Centro Universit rio UNIFAAT,UNIFAAT,4360
5315,Faculdades Unificadas de I na,FUI,4361
5322,FUNDA  O UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA,UNIPAMPA,4362
5370,Centro Universit rio Doctum de Te filo Otoni,UNIDOCTUM,4363
5403,CENTRO UNIVERSIT RIO OPET,Uniopet,4364
5439,CENTRO UNIVERSIT RIO DO PLANALTO CENTRAL APPARECIDO DOS SANTOS,UNICEPLAC,4365
5451,FACULDADE ANHANG ERA DE BAURU,,4366
5473,FACULDADE DE CI NCIAS E TECNOLOGIA DA BAHIA,FACITE,4367
5511,CENTRO UNIVERSIT RIO CAMPO REAL,,4368
5544,FACULDADE PRESIDENTE ANT NIO CARLOS,FAPAC,4369
5550,FACULDADE ANHANGUERA DE AN POLIS,,4370
5555,FACULDADE ANHANGUERA DE JACARE ,,4371
5580,Afya Faculdade de Ci ncias M dicas de Garanhuns,AFYA GARANHUNS,4372
5592,Centro Universit rio Funorte,UNIFUNORTE,4373
5600,FACULDADES INTEGRADAS S O JUDAS TADEU,SJT,4374
5633,FACULDADE DE TECNOLOGIA DE BRAGAN A PAULISTA,,4375
5664,FACULDADE DE CI NCIAS HUMANAS E SOCIAIS DE ARARIPINA - FACISA,FACISA,4376
5669,CENTRO UNIVERSIT RIO ETEP,,4377
5670,CENTRO UNIVERSIT RIO DO VALE DO ARAGUAIA,UNIVAR,4378
5671,CENTRO UNIVERSIT RIO S O JOS  DE ITAPERUNA,,4379
5701,UNIVERSIDADE DO ESTADO DO AMAP ,UEAP,4380
5706,FACULDADE MUNICIPAL DE PALHO A,FMP,4381
10058,FACULDADE DA FRATERNIDADE DE VALEN A,FFV,4382
10071,FACULDADE DE TEOLOGIA E CI NCIAS HUMANAS,ITEPAFACULDADES,4383
10323,Faculdade S o Paulo Tech School,SPTech,4384
10385,INSTITUTO S O PAULO DE ESTUDOS SUPERIORES,ITESP,4385
10685,Faculdade Multivix S o Mateus,MULTIVIX S O MATEUS,4386
10836,FACULDADE UNI O ARARUAMA DE ENSINO S/S Ltda.,FAC-UNILAGOS,4387
11289,ESCOLA SUPERIOR NACIONAL DE SEGUROS DE S O PAULO,ESNS-SP,4388
11308,FACULDADE ANHANGUERA DE SUMAR ,FACSUMAR ,4389
11428,FACULDADE DE TECNOLOGIA ALTO M DIO S O FRANCISCO,FAC FUNAM,4390
11429,FACULDADE ESPECIALIZADA NA  REA DE SA DE DO RIO GRANDE DO SUL,FASURGS,4391
11544,FACULDADE METROPOLITANA DE AN POLIS,FAMA,4392
11584,FACULDADE CAL DE ARTES C NICAS,Faculdade Cal,4393
11586,FACULDADES NETWORK - CAMPUS SUMAR ,,4394
11604,FACULDADE SANTA RITA DE CHAPEC ,,4395
11841,FACULDADE EVOLU  O ALTO OESTE POTIGUAR,FACEP,4396
11860,INSTITUTO NACIONAL DE ENSINO SUPERIOR E P S-GRADUA  O PADRE GERV SIO,INAP S,4397
11895,Faculdade Unibras Bras lia,FACBRAS,4398
11902,FACULDADE DE TECNOLOGIA E DESENVOLVIMENTO DE COMPET NCIAS,FDC,4399
11951,FACULDADE DO SERT O BAIANO,FASBE,4400
12247,"Instituto Brasileiro de Ensino, Desenvolvimento e Pesquisa de Bras lia",IDP-BSB,4401
12430,FACULDADE METROPOLITANA S O CARLOS BJI,FAMESC-BJI,4402
12522,FACULDADE MOGIANA DO ESTADO DE S O PAULO,FMG,4403
12523,Faculdade da Serra Ga cha de Bento Gon alves,,4404
12601,FACULDADE BRASILEIRA DE ESTUDOS AVAN ADOS,FABEA,4405
12611,FACULDADE DE M SICA SOUZA LIMA,FMSL,4406
12625,ESCOLA SUPERIOR DE AVIA  O CIVIL,ESAC,4407
12735,FACULDADE DE CI NCIAS HUMANAS E SOCIAIS DO XINGU E AMAZ NIA,FACX,4408
12748,"FETAC - FACULDADE DE EDUCA  O, TECNOLOGIA E ADMINISTRA  O DE CAARAP ",FETAC,4409
12754,FACULDADE CRIST  DE CURITIBA,FCC,4410
12766,FACULDADE UNI O DE CAMPO MOUR O,,4411
12869,FACULDADES JO O PAULO II,FJP,4412
12916,IPOG - INSTITUTO DE P S-GRADUA  O & GRADUA  O,IPOG,4413
12922,FACULDADE DE TECNOLOGIA E CI NCIAS DA BAHIA,FATEC/BA,4414
13014,FACULDADE DE TEOLOGIA DA ARQUIDIOCESE DE BRAS LIA,FATEO,4415
13034,Faculdade Coram Deo,FACDEO,4416
13040,FACULDADE DE CI NCIAS M DICAS DO PAR ,FACIMPA,4417
13106,Faculdade Multiversa de Tecnologia,,4418
13133,FACULDADE ANHANGUERA DE GOI NIA,,4419
13359,FACULDADE IDEAU DE BAG ,IDEAU,4420
13476,FACULDADE S O BAS LIO MAGNO,FASBAM,4421
13484,FACULDADE EUROP IA DE VIT RIA,FAEV,4422
13488,FACULDADE SEQ ENCIAL,,4423
13527,FACULDADE CAN  O NOVA,FCN,4424
13631,"Faculdade de Ci ncias, Educa  o, Sa de, Pesquisa e Gest o",FSF,4425
13643,FACULDADES EVANG LICAS INTEGRADAS CANTARES DE SALOM O,FEICS,4426
13648,FACULDADE DE S O MARCOS,FACSM,4427
13695,ESCOLA DE MATEM TICA APLICADA,EMAp-FGV,4428
13728,FACULDADE DOS CARAJ S,,4429
13749,FACULDADE EDUCACIONAL ARAUC RIA,Facear,4430
13783,FACULDADE EST CIO DE FEIRA DE SANTANA,EST CIO FEIRA DE SAN,4431
13792,INSTITUI  O DE ENSINO SUPERIOR DE CACOAL,FANORTE CACOAL,4432
13805,FACULDADE ADVENTISTA DA AMAZ NIA,FAAMA,4433
13832,FACULDADE SAGRADA FAM LIA,FASF,4434
13845,Escola DIEESE de Ci ncias do Trabalho,DIEESE,4435
13944,FACULDADE DE ADMINISTRA  O E NEG CIOS,FAN,4436
13982,CENTRO UNIVERSIT RIO DA AMAZ NIA BEL M,UNAMA,4437
14028,Centro Universit rio UNA de Betim,,4438
14029,Faculdade Presidente Ant nio Carlos de Aimor s,,4439
14101,Faculdade Presidente Ant nio Carlos de Baependi,FAPAC BAEPENDI,4440
14115,Faculdade Presidente Ant nio Carlos de Ponte Nova,,4441
14121,Faculdade Presidente Ant nio Carlos de S o Jo o Nepomuceno,,4442
14148,Faculdade Presidente Ant nio Carlos de Mariana,FAPAM,4443
14151,Faculdade Presidente Ant nio Carlos de Nova Lima,,4444
14156,Faculdade Presidente Ant nio Carlos de Te filo Otoni,,4445
14157,Faculdade de Educa  o e Estudos Sociais de Uberl ndia,FEESU,4446
14161,Faculdade  nica de Contagem,FUNIC,4447
14162,Faculdade Presidente Ant nio Carlos de Governador Valadares,FAPAC - GV,4448
14165,FACULDADE TR S PONTAS,FATEP,4449
14181,ESCOLA SUPERIOR DO COOPERATIVISMO,ESCOOP,4450
14194,FATEC - FACULDADE DE TEOLOGIA E CI NCIAS DE VOTUPORANGA,FATEC,4451
14242,Faculdade Conex o,CONEX O,4452
14243,Faculdade Presidente Ant nio Carlos de Itabirito,,4453
14246,Faculdade Presidente Ant nio Carlos de Uberaba,,4454
14248,Faculdade Presidente Ant nio Carlos de Uberl ndia,,4455
14288,FACULDADE CAT LICA DE SANTA CATARINA,FACASC,4456
14297,Faculdade Unirb - Parna ba,F. UNIRB,4457
14321,CENTRO UNIVERSIT RIO MAUR CIO DE NASSAU DE FORTALEZA,UNINASSAU FORTALEZA,4458
14401,FACULDADE DE TECNOLOGIA PORTO DAS MON  ES,FAMO,4459
14403,CENTRO UNIVERSIT RIO DO PARAN ,UNIPA,4460
14408,"INSTITUTO FEDERAL DE EDUCA  O, CIENCIA E TECNOLOGIA DE BRASILIA",IFB,4461
14429,FACULDADE ANHANGUERA DE MACEI ,,4462
14509,"INSTITUTO FEDERAL DE EDUCA  O, CI NCIA E TECNOLOGIA BAIANO",IFBAIANO,4463
14715,Centro Universit rio Piaget,UniPiaget,4464
14717,Centro Universit rio Maur cio de Nassau de Caruaru,Uninassau Caruaru,4465
14718,FACULDADE PARAN ,FAP,4466
14724,"INSTITUTO FEDERAL DE EDUCA  O, CI NCIA E TECNOLOGIA DO PARAN ",IFPR,4467
14892,FACULDADE DE CI NCIAS DA SA DE DE BARRETOS DR. PAULO PRATA,FACISB,4468
14901,FACULDADE INTEGRADA CARAJ S,FIC,4469
14927,FACULDADE  NICA DE FORMA  O E ENSINO,FUNIFE,4470
14947,FACULDADE DE CI NCIAS DO TOCANTINS,FACIT,4471
14951,FACULDADE FEITEP,FEITEP,4472
14961,FACULDADE DE TECNOLOGIA EM SA DE - IAHCS,FATESA,4473
14969,FACULDADE DE TECNOLOGIA EM SA DE,FATESA,4474
14996,FACULDADE DIPLOMATA,,4475
15001,UNIVERSIDADE FEDERAL DA INTEGRA  O LATINO-AMERICANA,UNILA,4476
15015,Universidade Estadual do Norte do Paran ,UENP,4477
15053,CENTRO UNIVERSIT RIO UNIVERSO GOI NIA,,4478
15054,CENTRO UNIVERSIT RIO UNIVERSO RECIFE,,4479
15055,CENTRO UNIVERSITARIO UNIVERSO BELO HORIZONTE,,4480
15056,CENTRO UNIVERSIT RIO UNIVERSO SALVADOR,,4481
15057,CENTRO UNIVERSIT RIO UNIVERSO JUIZ DE FORA,,4482
15059,UNIVERSIDADE FEDERAL DO OESTE DO PAR ,UFOPA,4483
15272,"FACULDADE DE TECNOLOGIA, EDUCA  O SUPERIOR E PROFISSIONAL",FATESP,4484
15280,"Faculdade Brasileira de Ensino, Pesquisa e Extens o",FABEX,4485
15357,Faculdade Presidente Ant nio Carlos de Ub ,,4486
15383,FACULDADE PARA O DESENVOLVIMENTO SUSTENT VEL DA AMAZ NIA,FADESA,4487
15433,FACULDADE CAT LICA DE MATO GROSSO,FACC-MT,4488
15450,Faculdade  nica de Ipatinga,FUNIP,4489
15452,CENTRO UNIVERSIT RIO UNA DE BOM DESPACHO,UNA,4490
15453,Faculdade Presidente Ant nio Carlos de Conselheiro Lafaiete,,4491
15467,Faculdade Presidente Ant nio Carlos de Visconde do Rio Branco,,4492
15468,Faculdade Presidente Ant nio Carlos de Leopoldina,,4493
15497,UNIVERSIDADE DA INTEGRA  O INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA,UNILAB,4494
15504,FACULDADE IREC ,FAI,4495
15507,"Instituto Federal de Educa  o, Ci ncia e Tecnologia do Acre",IFAC,4496
15508,Centro de Ensino Unificado do Piau ,CEUPI,4497
15520,"INSTITUTO FEDERAL DE EDUCA  O, CI NCIA E TECNOLOGIA DE MATO GROSSO DO SUL",IFMS,4498
15522,"INSTITUTO FEDERAL DE EDUCA  O, CI NCIA E TECNOLOGIA DO AMAP ",IFAP,4499
15526,FACULDADE UNIRB CEAR ,F.CEAR ,4500
15581,Faculdade de Tecnologia de S o Jos  dos Campos - Jessen Vidal,FATECSJCAMPOS,4501
15585,Faculdade de Tecnologia Santo Andr ,FATEC-SA,4502
